batch_size,method, score, level, clears, time, mps, cliff_l_e, cliff_h_e, cliff_l_w, cliff_h_w, m_stack_w, m_stack_e, a_stack_w, a_stack_e, stack_d_w, stack_d_e, stack_d_thresh, score_w, go_w
5,yield_to_next,50620,5.8,88.8,199.7196231,4,0.222728362,3.878771192,-2.431746931,-9.734816079,-4.643754585,3.790840821,-3.547484807,2.067814096,-6.070827351,3.549404048,13.728318,5.787158697,-6.870292317
5,greedy,25360,5,59.8,71.09347491,4,0,4.18499901,-3.332565989,-10,-3.942865903,3.928156034,-3.621258251,2.475820557,-5.149766464,3.136381203,15,5.89403214,-6.009289339
5,greedy,32360,5,66.4,68.39206614,4,0,3.979297258,-3.246457837,-10,-3.703591075,4.063247491,-3.766764368,2.560823909,-6.737444522,3.738136478,12.7690331,5.064196094,-7.098488714
5,greedy,38560,5.4,80.8,92.09816208,4,0.197857657,3.809095281,-2.082804236,-9.991096081,-4.933962369,3.833193536,-3.620949484,2.066055819,-5.396148371,3.948516251,15,5.463415788,-6.830495946
5,greedy,23180,4.8,54.2,66.84391551,4,0.6768759,4.09637397,-2.921447728,-8.940117233,-4.087965524,3.590794475,-2.80619982,1.641916395,-5.732449808,4.001923868,15,5.128011295,-7.448030693
5,greedy,18820,4.4,49.8,56.22326841,4,0.078956537,3.431957309,-1.732560114,-9.499722402,-4.280130391,3.866779677,-4.284268331,2.018953441,-6.152442596,3.489509382,12.82947227,6.475170484,-6.603237642
5,greedy,17040,3.8,42.6,47.09800725,4,0,3.742428451,-1.672338972,-9.786712836,-5.490733377,3.898893371,-2.580164349,1.996414104,-5.393168334,3.204253812,13.60449558,6.466254435,-6.488516755
5,yield_to_next,22960,4.8,55.8,122.7885477,4,0,3.474295049,-3.021986054,-9.102079797,-4.084487493,3.71337787,-3.344923143,2.158023341,-5.557015884,3.916128743,13.68913587,4.936214486,-7.208860289
5,greedy,23580,4.8,53.6,73.37577982,4,0.289833744,4.377556455,-2.785581633,-9.985573873,-4.412117629,3.342791618,-2.997926385,2.025579842,-5.167949163,3.801185837,12.93992128,5.466725181,-7.497368801
5,greedy,5640,3.2,23.6,37.46806703,4,0,3.480078776,-1.929439768,-8.781379856,-3.901331855,4.16176293,-4.314505075,2.26278859,-5.364957209,3.303649489,14.57175606,6.319239089,-6.463637883
5,greedy,21320,4.4,50.8,70.00896125,4,0.716612677,3.943997515,-3.048498815,-9.304450803,-5.106016702,3.295932632,-3.539381573,1.658566651,-5.326002987,3.786495667,14.13717951,5.931848651,-6.414765258
5,greedy,15960,4.4,46.6,57.52387366,4,0.054818633,3.708026522,-1.533996313,-8.993683794,-5.195535894,4.222416819,-4.09503008,1.633895411,-5.72156346,3.282188591,15,6.336634388,-7.196151535
5,yield_to_next,33440,5,66.4,173.9755911,4,0,3.881879062,-3.008692794,-10,-4.630080431,3.716276453,-3.119859405,2.445116769,-6.464556612,3.07188943,13.08375537,5.832879401,-7.222005002
5,greedy,63480,6.6,110.8,103.6471313,4,0,3.453320347,-1.666821801,-9.966553303,-4.471725014,3.578889851,-4.025311855,1.805213059,-6.795928055,3.859506735,13.51724139,5.712048292,-6.370526669
5,greedy,22960,4.6,54.8,70.94121342,4,0.64286374,4.249894962,-2.538323886,-9.850331642,-3.887007344,3.355931934,-4.080697929,2.298694585,-6.829255312,3.272078899,13.95169681,4.951322098,-6.023982748
5,greedy,34500,5.6,75.6,81.19281497,4,0,3.453320347,-1.666821801,-9.966553303,-4.471725014,3.578889851,-4.025311855,1.805213059,-6.795928055,3.859506735,13.51724139,5.712048292,-6.370526669
5,greedy,112460,6.6,135,159.4175617,4,0.292760145,3.991375697,-1.964856073,-10,-4.249558873,3.591818244,-2.763535778,1.748623259,-6.361314895,3.889182376,14.37777765,5.254085,-7.028141342
5,greedy,42560,5.8,86.6,98.96768031,4,0,3.558362289,-2.639961622,-9.017959709,-4.003740813,3.544029884,-3.486119175,1.80280114,-6.988935334,4.022239043,12.66939433,5.161253297,-6.845932685
5,greedy,75500,6.8,118.8,152.8976411,4,0.294477788,4.363323208,-1.90021645,-9.399919246,-4.643148264,3.356816538,-3.350319097,1.71101184,-6.754091096,3.706397176,14.25585871,6.690758341,-7.667723782
5,greedy,28180,4.8,64.6,68.3827168,4,0.265554956,3.773097397,-2.19351805,-10,-3.687153496,4.052061023,-4.097735399,1.936190045,-6.589110302,3.462522993,13.05532198,5.332081527,-5.991340073
5,greedy,40080,5.4,75.8,87.79222455,4,0.292760145,3.991375697,-1.964856073,-10,-4.249558873,3.591818244,-2.763535778,1.748623259,-6.361314895,3.889182376,14.37777765,5.254085,-7.028141342
5,greedy,22680,4.6,58.4,68.72188373,4,0.361588376,3.768720038,-2.08093989,-9.605888306,-4.02398582,3.97406453,-4.332355651,1.937614256,-6.8724243,3.212363595,14.63428172,5.191062944,-7.682796384
5,greedy,99600,6,115.6,123.8261679,4,0,3.558362289,-2.639961622,-9.017959709,-4.003740813,3.544029884,-3.486119175,1.80280114,-6.988935334,4.022239043,12.66939433,5.161253297,-6.845932685
5,greedy,39820,4.4,67.2,81.63237152,4,0.699850334,4.387316987,-2.388110681,-10,-5.441552191,3.664878288,-3.04761934,2.263548496,-5.523660387,3.3362237,12.86102865,5.03874331,-6.486728109
5,greedy,53340,6,97.2,128.7190484,4,0.294477788,4.363323208,-1.90021645,-9.399919246,-4.643148264,3.356816538,-3.350319097,1.71101184,-6.754091096,3.706397176,14.25585871,6.690758341,-7.667723782
5,greedy,24600,4.8,57.6,65.51535492,4,0.636650572,3.366270519,-2.449068961,-10,-5.002402387,3.561510952,-3.472791442,1.611167227,-6.939106766,3.901785589,13.5109656,5.406799536,-5.904999294
5,greedy,36380,4.6,65.8,76.468963,4,0.275095158,4.197996136,-3.518943536,-9.181224741,-5.400504249,3.883855334,-3.763084489,2.129313638,-6.790246436,4.035674299,13.78473818,5.257813002,-6.238357937
5,greedy,19660,4.8,53.8,65.2473875,4,0.418359255,3.526718307,-2.812958091,-10,-3.889704276,4.121057058,-3.148048399,2.193522657,-6.167457821,3.136965202,15,5.026849305,-6.955459881
5,greedy,29900,5,64,77.34278755,4,0.005738124,4.335554432,-3.012071558,-9.847452462,-3.660455775,4.170667822,-2.883997625,2.54040532,-6.008239803,3.935088867,14.13605558,5.623624651,-5.923933246
5,greedy,12680,3.6,36,54.46151643,4,0,4.306532989,-3.142617297,-8.568050375,-3.681602089,3.358494816,-3.997059711,1.830948142,-5.993264382,4.034810846,13.44893239,5.455163593,-7.259486935
5,greedy,76260,6.8,119.4,126.7245467,4,0.155760481,3.826861771,-2.413120589,-8.860199147,-3.786588525,3.720707651,-2.921988005,1.544094753,-5.815795163,3.178638021,14.85479652,6.410834732,-7.566690394
5,greedy,34640,5.8,80,88.53556752,4,0,3.502215189,-1.864649209,-10,-4.302842832,3.778425678,-3.349104665,2.413886679,-6.446769058,4.016163689,13.51062912,6.210777151,-6.854741463
5,greedy,13920,4.2,43.4,52.76766233,4,0.240737941,3.626596913,-1.441225681,-9.642294504,-3.701884831,3.947891592,-3.139042787,2.361811608,-6.215223278,3.993247222,13.40554069,5.686005646,-7.080468426
5,greedy,13140,4,39.6,45.66936307,4,0.127001438,3.482182461,-1.805264149,-9.571884188,-5.14245986,3.563270765,-2.836307996,2.226790295,-7.214303785,3.680265601,14.29525792,5.913418175,-6.390713465
5,greedy,47920,5.4,78,76.55313764,4,0.155760481,3.826861771,-2.413120589,-8.860199147,-3.786588525,3.720707651,-2.921988005,1.544094753,-5.815795163,3.178638021,14.85479652,6.410834732,-7.566690394
5,greedy,18220,4.2,49,55.2987946,4,0.548353969,3.80314095,-1.324301272,-10,-5.117178078,3.866658983,-3.204873776,2.232133501,-6.896219588,3.71177645,12.99759687,5.336816924,-6.72419849
5,greedy,13240,4.2,40.4,51.01748939,4,0,3.552080272,-1.842835449,-8.823672685,-3.568287769,3.971125264,-4.217042411,2.357138843,-6.461628616,3.216380026,13.80401239,5.770407919,-6.421707855
5,greedy,71600,6.4,111.8,117.3085748,4,0.393366516,4.045429492,-3.121602618,-10,-3.806126812,3.779486542,-4.367553427,2.252979696,-6.402009347,4.007361659,12.76875361,4.91354169,-6.435755048
5,greedy,28620,5,65.8,61.38955641,4,0,3.443337877,-2.671524713,-10,-5.157776121,3.697441778,-3.094551985,2.307245959,-5.951117568,3.276017312,13.93201394,5.828139698,-6.926560962
5,greedy,65840,6.2,106.4,110.5874618,4,0.592742301,3.833884515,-1.77365416,-9.371958744,-3.68989955,3.638953436,-4.160765104,1.954223493,-7.04718823,3.781335543,13.29600175,5.016043004,-7.456913133
5,greedy,37040,5.4,75,72.52140965,4,0.326223866,3.871356616,-2.695176383,-10,-4.887696777,4.04078462,-3.729815814,1.588821643,-6.78395518,3.296157004,13.362043,6.224630856,-5.939407916
5,greedy,117460,6.2,126.4,145.2799108,4,0,4.239318992,-3.246121288,-9.64117131,-3.600996988,3.308620926,-4.293459367,2.147140959,-6.103558964,3.751434593,14.97780315,5.584229965,-6.831842571
5,greedy,49040,5.6,87.2,93.75837188,4,0.393366516,4.045429492,-3.121602618,-10,-3.806126812,3.779486542,-4.367553427,2.252979696,-6.402009347,4.007361659,12.76875361,4.91354169,-6.435755048
5,greedy,19640,4.2,46.4,54.77768569,4,0.506901588,4.331943295,-2.792611342,-10,-4.064245589,3.920300537,-4.534197379,1.694655241,-6.578568719,3.781515269,12.77226137,6.560480642,-6.149436813
5,greedy,23260,4.6,53,71.53567181,4,0,4.239318992,-3.246121288,-9.64117131,-3.600996988,3.308620926,-4.293459367,2.147140959,-6.103558964,3.751434593,14.97780315,5.584229965,-6.831842571
5,greedy,98080,6.4,124.2,114.0887517,4,0.592742301,3.833884515,-1.77365416,-9.371958744,-3.68989955,3.638953436,-4.160765104,1.954223493,-7.04718823,3.781335543,13.29600175,5.016043004,-7.456913133
5,greedy,31980,5,67.6,64.6116189,4,0.042047457,3.662964313,-2.741753208,-8.983849616,-5.281237234,3.636443837,-2.71606179,2.320249352,-6.628870352,3.482930838,13.76671943,5.008256584,-7.589711274
5,greedy,134900,6.6,147.2,149.8009932,4,0.527204134,3.459558912,-3.087580637,-9.543003833,-5.311338537,3.236498924,-3.147814969,2.306280775,-7.033719221,4.132029931,12.77401884,5.143969346,-6.67020862
5,greedy,28900,4.8,61.4,70.58955283,4,0.206711227,3.525634851,-3.011757831,-10,-3.521026361,3.457176727,-3.91244299,1.838407029,-6.529994363,3.339030461,12.30443615,5.270204347,-7.551500858
5,greedy,40440,5.2,75.4,84.30162511,4,0,3.890228834,-3.290895833,-8.921183063,-3.479807811,3.566906121,-3.407032977,2.077717334,-5.297289197,4.163781153,12.77080465,4.579401517,-6.143879054
5,greedy,32720,5.2,71.4,70.63406472,4,0.042047457,3.662964313,-2.741753208,-8.983849616,-5.281237234,3.636443837,-2.71606179,2.320249352,-6.628870352,3.482930838,13.76671943,5.008256584,-7.589711274
5,greedy,17260,4,44,55.75184498,4,0.395850349,3.742514295,-2.920090181,-9.868285881,-3.461898725,3.380606631,-4.256265797,1.652353613,-6.286256762,3.213896355,14.01020884,4.630283108,-7.701919017
5,greedy,28220,5,63.8,78.72574105,4,0.527204134,3.459558912,-3.087580637,-9.543003833,-5.311338537,3.236498924,-3.147814969,2.306280775,-7.033719221,4.132029931,12.77401884,5.143969346,-6.67020862
5,greedy,24240,4.6,55.2,65.84270782,4,0,4.411194617,-3.215996341,-9.840875609,-3.54083621,3.634010289,-3.147919726,2.535505173,-6.676766449,3.498013027,14.04983644,5.082107056,-6.062848363
5,greedy,65620,6.6,112.4,123.0746004,4,0.717856758,4.376895992,-3.238309247,-10,-4.093874018,3.851306218,-4.767182478,2.097587602,-7.101394319,3.492086595,12.30842812,5.448958156,-7.196999833
5,greedy,77360,6.6,116,111.1841624,4,0.765093952,4.251434003,-3.151450717,-9.311021448,-5.227556174,3.830671988,-3.495886699,1.877695195,-6.423529244,3.503184502,15,4.652080748,-7.77859617
5,greedy,43260,5.6,85.4,97.43065782,4,0,3.568786865,-3.557922053,-8.93810391,-5.163226555,3.274910925,-3.18719219,1.534516591,-6.116903912,3.745806827,13.83624738,6.520729391,-6.672214883
5,greedy,17800,4.4,46.2,59.82443447,4,0.437888595,4.316192918,-2.692869162,-10,-5.091967104,3.16027454,-3.210082367,1.544206924,-6.312062581,3.459275148,13.3948446,5.477846592,-7.757883543
5,greedy,36780,5,68.6,77.38043122,4,0.717856758,4.376895992,-3.238309247,-10,-4.093874018,3.851306218,-4.767182478,2.097587602,-7.101394319,3.492086595,12.30842812,5.448958156,-7.196999833
5,greedy,17780,4.6,48.4,48.80916343,4,0,3.560086388,-2.041841854,-10,-4.565654205,3.94534753,-3.93589883,2.116271501,-6.024762771,3.806857124,12.49269988,6.338629129,-7.313980731
5,greedy,32100,5.4,73.4,69.81750031,4,0,3.833150849,-2.276551427,-10,-3.557692454,4.092264451,-4.436727534,2.192932105,-6.051015622,3.084596192,12.99673733,4.871787713,-6.978013058
5,greedy,65300,5.8,95.6,104.6286914,4,0,3.568786865,-3.557922053,-8.93810391,-5.163226555,3.274910925,-3.18719219,1.534516591,-6.116903912,3.745806827,13.83624738,6.520729391,-6.672214883
5,greedy,39860,5,71.6,75.59742322,4,0.774548618,4.324562129,-2.547714878,-10,-3.932218636,3.985959571,-4.524052376,1.755239881,-6.077197591,3.416396211,13.97532769,5.701732587,-7.566762434
5,greedy,24980,4.6,58.4,72.23974657,4,0.414431579,4.102293623,-1.676242057,-10,-3.705026583,3.640844325,-4.372035098,1.621789241,-6.418532888,3.207052559,13.16419698,5.538188203,-6.098819176
5,greedy,23420,4.2,49.6,56.91892033,4,0,3.658434576,-1.984299358,-10,-4.088272488,3.64265567,-3.576835176,2.118082266,-5.565576222,4.01013068,13.88325376,5.146790031,-6.300259947
5,greedy,16560,4,47,43.92130041,4,0,3.700865953,-2.066777564,-10,-4.39168571,4.177808002,-3.968806324,2.381553867,-5.787275515,3.712944538,13.25616343,6.121567906,-6.024880434
5,greedy,56220,5.6,92.2,93.43131032,4,0.774548618,4.324562129,-2.547714878,-10,-3.932218636,3.985959571,-4.524052376,1.755239881,-6.077197591,3.416396211,13.97532769,5.701732587,-7.566762434
5,greedy,72420,6.8,117.4,114.7268615,4,0.03494257,3.85329256,-1.770846177,-10,-5.291710112,3.742997811,-3.948843779,2.197009199,-5.641867519,3.944079469,12.2487461,4.720699579,-7.452558156
5,greedy,63780,5.6,100,98.46274705,4,0.137131716,3.749952689,-3.451818719,-9.634615274,-3.869717437,3.761146482,-2.85131732,1.580838593,-5.876751479,3.861375886,15,6.031744121,-6.707743395
5,greedy,53800,5.8,90.6,102.2568591,4,0.433789324,4.365831094,-2.560824636,-9.511056215,-3.50619748,3.687665668,-3.931346689,2.229736157,-5.620106057,3.940215224,12.53650946,5.197346365,-7.250556864
5,greedy,27920,4.8,63.4,65.18767281,4,0,3.684581424,-2.721074039,-10,-5.055476123,3.757565054,-3.64719804,2.027535578,-5.281941336,4.056957684,14.44273376,5.399934163,-6.058500136
5,greedy,24580,4.8,58.6,62.68552132,4,0.03494257,3.85329256,-1.770846177,-10,-5.291710112,3.742997811,-3.948843779,2.197009199,-5.641867519,3.944079469,12.2487461,4.720699579,-7.452558156
5,greedy,19600,4.2,46.6,58.81136122,4,0.137131716,3.749952689,-3.451818719,-9.634615274,-3.869717437,3.761146482,-2.85131732,1.580838593,-5.876751479,3.861375886,15,6.031744121,-6.707743395
5,greedy,37040,5.4,73.6,71.28859205,4,0,4.205641195,-3.05351192,-8.888680039,-3.636670465,4.131128035,-2.55561515,2.432466307,-6.086234315,4.148820316,14.1658353,5.648208415,-6.364275149
5,greedy,53660,5.4,89,78.78000636,4,0.672583193,4.047378865,-3.237801163,-9.839724678,-3.627431208,4.056940241,-4.40248823,1.857500328,-6.835885455,4.07294094,13.58942927,5.430143707,-7.42488556
5,greedy,55920,6,97.2,96.10254779,4,0,3.849244924,-3.643790049,-9.230342187,-5.014903407,3.677322207,-3.719608422,2.1128989,-6.940534284,3.2931397,13.30898386,5.91586479,-5.95013461
5,greedy,11540,3.6,36.4,42.12938175,4,0.282079596,4.045497761,-3.178430713,-9.35490176,-4.787012096,4.268396218,-4.250453521,1.914863171,-6.623777098,4.140963476,14.08777639,4.899404237,-6.976401328
5,greedy,56740,5.4,88.4,98.51400266,4,0.533609741,4.189775633,-2.966660946,-8.656089304,-3.873832746,3.764568389,-4.278812278,1.91938495,-5.477812678,3.902963422,14.87849033,5.62709364,-7.234573513
5,greedy,21080,4.6,51.8,59.50973263,4,0.454080254,3.451050244,-2.751222765,-9.425823038,-3.808780297,3.497457498,-3.142187617,1.694490822,-5.98315561,3.324859054,14.06789847,5.517143888,-7.738398179
5,greedy,17780,4.4,49.8,56.84140234,4,0.402496877,3.601025102,-2.432151987,-8.899002953,-4.325316406,4.038398547,-2.981420953,2.186143112,-5.356868132,3.614376837,13.6648915,6.061550678,-7.601564147
5,greedy,46500,5.8,89.4,80.71906676,4,0.280932595,4.098287044,-2.419269985,-10,-3.836341782,4.098638895,-3.441295412,1.759452769,-5.740307502,3.517736076,13.2061284,5.960137801,-6.30297684
5,greedy,8140,3,25.2,31.90943565,4,0.786143742,3.945126227,-3.143837899,-10,-4.365829452,3.577181402,-3.961016055,1.79829518,-6.53066606,3.239532386,15,5.39824836,-7.963187053
5,greedy,49960,6,93.6,103.3259099,4,0.533609741,4.189775633,-2.966660946,-8.656089304,-3.873832746,3.764568389,-4.278812278,1.91938495,-5.477812678,3.902963422,14.87849033,5.62709364,-7.234573513
5,greedy,96240,7.6,145,140.4866016,4,0,3.849244924,-3.643790049,-9.230342187,-5.014903407,3.677322207,-3.719608422,2.1128989,-6.940534284,3.2931397,13.30898386,5.91586479,-5.95013461
5,greedy,28120,5,62.6,67.67698374,4,0.329587407,4.296670778,-2.65157969,-9.41084137,-5.3252904,3.885149258,-4.224585299,2.017253701,-6.960007893,3.972694429,13.45798027,5.618684084,-6.987248567
5,greedy,39460,4.6,68.8,70.74142652,4,0,4.334150729,-3.142936325,-9.212032925,-4.81081363,4.073319,-3.601704152,2.237236505,-5.881319832,3.409894968,14.84107582,6.367865448,-7.713972371
5,greedy,30380,3.8,52.4,61.99424224,4,0,3.981432294,-2.595866865,-10,-3.911729434,3.955107629,-2.853973154,1.440873351,-5.150694808,3.630989927,15,5.325311758,-6.3375061
5,greedy,40300,5.8,81.4,77.89826412,4,0.577710543,4.153390198,-3.878669161,-9.763017186,-4.290114302,4.071439162,-4.312264361,2.088505515,-6.323795863,3.500138045,14.42504378,6.310332561,-6.171603398
5,greedy,35580,5,68.8,73.51947017,4,0,4.350262294,-2.255607376,-8.794922321,-4.937874464,3.617370712,-4.083709096,2.176403714,-5.610603478,4.077078095,15,5.417327028,-7.858271527
5,greedy,90420,5.4,106.6,104.6713862,4,0.171350922,4.21303008,-1.855092237,-9.572289578,-4.75165214,3.857344984,-3.316339178,2.002712854,-6.597163316,3.683359633,13.54117384,5.935978532,-7.544151575
5,greedy,77700,6.6,117.8,133.9165289,4,0,4.318419215,-1.666107827,-10,-3.805583036,3.270055274,-4.293090139,1.484350356,-7.044066909,3.912260331,15,5.478740929,-7.475534916
5,greedy,152860,7,162.6,138.6408576,4,0,4.030858164,-2.987053744,-8.932768281,-4.985277079,3.817672977,-3.380424382,1.542352087,-5.962777045,3.558734435,14.43121205,5.760581309,-6.396336812
5,greedy,82880,6,110.6,120.124808,4,0,3.986458592,-1.923261826,-10,-4.457928868,3.200017405,-3.631137887,1.749483354,-6.772769738,3.968449529,13.9263289,5.433229038,-7.923322534
5,greedy,43280,3.4,56.6,70.31407108,4,0.342295483,4.332198587,-1.729718058,-9.396898911,-4.624067794,3.281742463,-4.436891155,1.944083694,-6.551003082,3.424716556,12.8025915,5.708817492,-7.199408637
5,greedy,80860,6.8,122.6,120.8494947,4,0.171350922,4.21303008,-1.855092237,-9.572289578,-4.75165214,3.857344984,-3.316339178,2.002712854,-6.597163316,3.683359633,13.54117384,5.935978532,-7.544151575
5,greedy,12940,3.4,34.2,41.95141048,4,0,4.030858164,-2.987053744,-8.932768281,-4.985277079,3.817672977,-3.380424382,1.542352087,-5.962777045,3.558734435,14.43121205,5.760581309,-6.396336812
5,greedy,32040,5,67.2,81.85756731,4,0,3.986458592,-1.923261826,-10,-4.457928868,3.200017405,-3.631137887,1.749483354,-6.772769738,3.968449529,13.9263289,5.433229038,-7.923322534
5,greedy,53660,5.8,93.4,91.94566021,4,0,4.050009961,-2.609997849,-10,-3.621546607,3.739410595,-3.859282408,1.889646827,-7.185575675,3.865109429,13.16381759,4.689039517,-7.676389131
5,greedy,46840,5.2,81.4,99.24573646,4,0,4.194752985,-2.695416509,-9.183227095,-3.444666647,3.341450291,-3.16949993,1.706274395,-5.343022609,4.047019998,12.43052013,4.793516493,-6.963261259
5,greedy,53360,5.6,88.6,87.13383417,4,0,4.014023021,-2.221628571,-9.841862435,-5.460638872,3.687882327,-3.152224929,2.050385349,-5.939270856,3.312122622,14.87161642,4.96721723,-6.804193004
5,greedy,9280,3.6,33.8,42.22927947,4,0.285680603,3.452102125,-2.47044059,-9.813021125,-4.542337127,4.067115594,-3.91354347,1.936888059,-6.379187565,3.998026937,12.3715426,6.387267211,-6.551739168
5,greedy,63180,6,102,92.16702962,4,0.638937979,3.992596547,-3.366534323,-8.521928819,-4.143309194,3.903599415,-4.148949935,1.88905364,-6.763005228,3.529570947,14.10884789,5.751097517,-6.594714569
5,greedy,16260,4.4,47.2,48.51754704,4,0.356501907,3.450667663,-2.708615088,-9.742882336,-4.852429962,4.000889384,-3.949197187,1.819742263,-7.285411294,3.993529873,14.3021427,5.773616656,-6.372366135
5,greedy,37080,5.4,75.6,84.57776027,4,0.273730945,4.305603248,-3.26029239,-8.913466673,-5.053568941,3.569851182,-2.908914603,2.028569971,-7.303138567,3.892617353,12.62026028,6.383162958,-6.246714807
5,greedy,59080,6,98.2,99.34789028,4,0,4.014023021,-2.221628571,-9.841862435,-5.460638872,3.687882327,-3.152224929,2.050385349,-5.939270856,3.312122622,14.87161642,4.96721723,-6.804193004
5,greedy,10460,3.4,29.8,37.89762292,4,0.00705979,4.400062324,-2.047287775,-10,-4.337199622,3.459567372,-3.248963208,1.944110115,-6.372203748,3.668268079,14.74047568,6.324015532,-7.530343318
5,greedy,27720,4.8,61.4,70.89576001,4,0.638937979,3.992596547,-3.366534323,-8.521928819,-4.143309194,3.903599415,-4.148949935,1.88905364,-6.763005228,3.529570947,14.10884789,5.751097517,-6.594714569
5,greedy,9400,3.6,32.2,38.96025229,4,0.375635515,3.700566123,-2.24578568,-8.864941702,-4.338470231,4.14623571,-2.832796713,2.363504285,-5.768796451,3.401170751,15,5.278170259,-7.074955796
5,greedy,54440,6,92.6,98.35120525,4,0.734719211,3.477356918,-1.23981591,-9.593857553,-3.976034481,3.455603824,-2.972747521,2.382905472,-7.165715424,3.321147437,14.06956403,6.059711692,-7.143982806
5,greedy,22800,4.6,58.6,69.29821348,4,0,3.761302569,-2.961880929,-9.453940591,-4.952120276,3.705513611,-3.041979825,1.855155965,-6.725453444,3.863527381,14.01340323,5.287405288,-7.394212137
5,greedy,56020,5.6,92.6,96.02024078,4,0.082227139,4.337259993,-2.158907349,-9.136589157,-4.580523656,3.922186845,-2.767957617,1.502359659,-5.609079858,3.881669703,14.03647713,5.467345289,-7.358335016
5,greedy,19600,3.8,44,49.43923454,4,0.379965743,3.497185387,-1.648552491,-9.520873874,-4.761111181,3.254572362,-3.090070795,2.480468006,-6.979706199,3.597900389,12.59676149,5.220623357,-7.591393471
5,greedy,12400,3.8,37.2,47.63315597,4,0.521024594,3.978362351,-2.769958716,-9.766170048,-5.29401433,3.647175876,-3.644710781,1.914425849,-6.358758923,3.936930843,13.76517253,5.70765722,-6.298554863
5,greedy,44400,5,72.8,79.55851688,4,0.177179414,3.737312646,-2.26571906,-8.80495277,-5.082753925,3.390114578,-3.101887989,1.765803597,-6.219557865,3.242048276,13.56571627,6.325529524,-6.533565455
5,greedy,95020,5.4,108.2,110.7784098,4,0.467532769,3.843328751,-2.294360536,-9.704723787,-3.848998636,3.710163718,-4.118446667,1.743958467,-6.002804465,3.933648276,13.13698263,5.820954455,-6.470396336
5,greedy,15900,3.6,38,48.48168335,4,0.602327386,4.05975194,-2.556026021,-9.575760873,-4.228796942,3.422463923,-4.295476839,1.708460517,-6.989678376,3.765205019,13.65146445,5.257264312,-7.039693873
5,greedy,67720,6,102.8,114.8732245,4,0.341287812,3.631689553,-1.556023505,-9.423811601,-3.467623192,3.302210584,-3.470083678,2.242430843,-7.273132768,4.055847271,13.59162118,5.705871893,-6.295342089
5,greedy,32620,5.2,70.8,77.86069083,4,0.467532769,3.843328751,-2.294360536,-9.704723787,-3.848998636,3.710163718,-4.118446667,1.743958467,-6.002804465,3.933648276,13.13698263,5.820954455,-6.470396336
5,greedy,38000,5.4,74.8,85.5858458,4,0,3.651816349,-1.946904881,-9.877045888,-5.666975914,3.463559119,-2.618112937,2.300766799,-6.259949914,4.007349712,12.9865344,6.157109003,-7.0866397
5,greedy,36580,4.8,67.6,77.3665628,4,0.13687876,4.43317201,-1.803387126,-9.328650044,-3.647584802,3.672069868,-2.841991878,2.311513973,-6.512857879,3.361158971,13.67323379,6.506237266,-6.68929194
5,greedy,53200,5.4,87.4,83.67799568,4,0.554185088,4.095033449,-1.844383056,-9.722948993,-4.362862849,4.073339907,-4.448413645,1.796662006,-6.593512014,3.170294067,12.7316468,5.314349093,-7.251072746
5,greedy,31240,4.2,56.4,64.58312802,4,0,4.412952845,-2.363931037,-10,-4.972600689,3.475430024,-3.144623226,2.173263118,-6.582641146,3.753153214,12.59919794,6.212495743,-6.622151228
5,greedy,45220,5.2,80.2,86.33514214,4,0.047243245,4.070408623,-3.591441949,-9.291342104,-3.52422743,3.666983936,-3.781894884,1.997738884,-6.785717578,3.673802063,14.99393181,5.450780346,-7.349540117
5,greedy,8900,3.2,29.4,36.23465524,4,0,3.785405954,-2.426645832,-10,-5.230965889,4.272607262,-3.580951262,2.48491916,-5.454350394,3.68457825,12.00811022,5.312410734,-6.88747865
5,greedy,77660,6.2,108.8,117.6664972,4,0.406551611,4.087992375,-3.287908128,-10,-5.791047569,3.312828627,-3.046323991,1.65027688,-6.100184309,3.243647192,13.30978708,5.638881034,-6.188460745
5,greedy,28060,4.8,60,61.54433918,4,0,3.81536587,-3.193260564,-9.813917925,-4.10537123,3.987869677,-3.103828613,2.250239078,-5.357267899,3.779238484,15,5.22350051,-7.099456869
5,greedy,16700,3.6,37.2,45.60527024,4,0.579492691,4.074717097,-2.287469724,-9.401710107,-3.498706534,3.508577191,-4.379519049,2.455809401,-6.243669017,3.545136661,14.88360096,4.997425408,-7.223279207
5,greedy,27320,4.2,55,64.88318481,4,0.047243245,4.070408623,-3.591441949,-9.291342104,-3.52422743,3.666983936,-3.781894884,1.997738884,-6.785717578,3.673802063,14.99393181,5.450780346,-7.349540117
5,greedy,26240,4.6,57.4,71.56625457,4,0.406551611,4.087992375,-3.287908128,-10,-5.791047569,3.312828627,-3.046323991,1.65027688,-6.100184309,3.243647192,13.30978708,5.638881034,-6.188460745
5,greedy,40880,5.6,82.2,81.66329122,4,0.446147103,3.973367343,-2.825157504,-9.623886081,-5.20746625,3.961083246,-3.359963604,1.989905471,-6.828624587,3.607887914,12.75550335,6.252958889,-7.070813673
5,greedy,29740,4.2,56.2,63.41080561,4,0.527022626,3.936674249,-2.600937598,-9.092218513,-3.088915295,3.827339462,-3.683064532,1.629313288,-5.570097344,4.205212234,13.44458365,5.027309555,-7.936841378
