batch_size,method, score, level, clears, time, mps, cliff_l_e, cliff_h_e, cliff_l_w, cliff_h_w, m_stack_w, m_stack_e, a_stack_w, a_stack_e, stack_d_w, stack_d_e, stack_d_thresh, score_w, go_w
5,greedy,520,1.4,4.2,12.30111032,4,0,0,-4.57950116,-6.816901007,-2.956928236,3.698108868,-8.4578692,3.956293975,-6.254868108,1.908534395,1.252472652,4.5301459,-6.90627787
5,greedy,140,1,1.4,9.648997593,4,0,0,-4.57950116,-6.816901007,-2.956928236,3.698108868,-8.4578692,3.956293975,-6.254868108,1.908534395,1.252472652,4.5301459,-6.90627787
5,greedy,800,1.6,5.8,13.09856796,4,0.099220831,0,-3.636486111,-5.124574529,-2.22700242,4.128812945,-8.717850827,2.921719724,-8.213643041,2.452752226,0.793351089,5.518697934,-6.438302641
5,greedy,900,1.6,5.6,12.52248173,4,0.099220831,0,-3.636486111,-5.124574529,-2.22700242,4.128812945,-8.717850827,2.921719724,-8.213643041,2.452752226,0.793351089,5.518697934,-6.438302641
5,greedy,780,1.6,6,13.35346966,4,0.301499061,0,-3.087460129,-5.327829322,-1.355114264,3.973580414,-8.891842392,3.063559413,-8.105213134,2.283110818,0.767455403,4.898198454,-7.093551245
5,greedy,620,1.6,5.2,12.36039615,4,0.301499061,0,-3.087460129,-5.327829322,-1.355114264,3.973580414,-8.891842392,3.063559413,-8.105213134,2.283110818,0.767455403,4.898198454,-7.093551245
5,greedy,1060,1.8,7.6,14.37371006,4,0,0,-4.24515062,-5.732812961,-1.915656078,3.708440919,-8.389715076,2.844186719,-8.223285442,2.6842676,1.770178798,6.249895656,-6.499493226
5,greedy,1680,2,9.4,16.24353757,4,0,0,-4.24515062,-5.732812961,-1.915656078,3.708440919,-8.389715076,2.844186719,-8.223285442,2.6842676,1.770178798,6.249895656,-6.499493226
5,greedy,480,1.6,4.2,10.95957828,4,0,0,-4.988394772,-5.262805013,-2.679663763,4.146253599,-9.354949569,3.044426575,-8.752962103,2.45848694,0.094707527,5.391740897,-7.326008239
5,greedy,460,1.2,3.4,10.78001294,4,0,0,-4.988394772,-5.262805013,-2.679663763,4.146253599,-9.354949569,3.044426575,-8.752962103,2.45848694,0.094707527,5.391740897,-7.326008239
5,greedy,1700,2.2,10.8,16.66410966,4,0,0,-3.494230722,-5.058981025,-2.578149243,3.888061606,-6.982759221,2.533836705,-8.306094737,3.028920142,2.319783216,6.326647747,-5.659703638
5,greedy,1020,2,7.6,14.81656694,4,0,0,-3.494230722,-5.058981025,-2.578149243,3.888061606,-6.982759221,2.533836705,-8.306094737,3.028920142,2.319783216,6.326647747,-5.659703638
5,greedy,1860,2.2,10.8,15.00793352,4,0.043681205,0,-4.45794106,-4.449131454,-2.819649587,4.171880909,-7.427391858,2.394121862,-8.558184636,2.723633519,2.860425547,6.637453412,-5.428713807
5,greedy,1680,2.2,10.8,15.93388114,4,0.043681205,0,-4.45794106,-4.449131454,-2.819649587,4.171880909,-7.427391858,2.394121862,-8.558184636,2.723633519,2.860425547,6.637453412,-5.428713807
5,greedy,4200,3,19.4,24.05675073,4,0,0,-4.149136049,-5.450572957,-3.654670369,4.605277966,-7.455154038,2.051746308,-8.540466811,2.720650025,3.392493642,6.069147089,-5.834178636
5,greedy,5540,3,23.4,26.16646056,4,0,0,-4.149136049,-5.450572957,-3.654670369,4.605277966,-7.455154038,2.051746308,-8.540466811,2.720650025,3.392493642,6.069147089,-5.834178636
5,greedy,4340,2.8,19.4,24.06510983,4,0.014501977,0.133157795,-3.179546332,-6.391056956,-2.97454547,5,-6.598916661,2.33290522,-9.146523106,2.751010982,1.896054685,6.362528205,-6.036714507
5,greedy,2360,2.6,13.4,19.53823133,4,0.014501977,0.133157795,-3.179546332,-6.391056956,-2.97454547,5,-6.598916661,2.33290522,-9.146523106,2.751010982,1.896054685,6.362528205,-6.036714507
,,,,,,,,,,,,,,,,,,,
10,greedy,70,1,0.6,6.403526831,4,1.925766864,0.554835632,-2.201749189,-2.155895819,-1.720909402,3.114116811,-5.029914269,4.699746286,-9.845316636,1.349518046,0.604377615,5.796507483,-6.746372205
10,greedy,16570,3.8,39.8,40.5392839,4,2.403200546,4.023208986,-3.567052036,-4.028361954,-0.754753495,1.367276921,-1.426933791,1.865495214,-6.219325314,0.627120383,1.184995008,4.478105089,-1.961118854
10,greedy,10790,3.5,35.5,39.39916654,4,2.864698559,3.299498005,-5.229284944,-5.755899324,-9.78528748,4.093215065,-7.188281519,1.428457813,-1.367817158,0.36215227,5.377928422,5.341890625,-6.753478989
,,,,,,,,,,,,,,,,,,,
10,greedy,15640,4,40.7,35.15092211,4,3.474477976,1.437619908,-0.565264,-8.549933155,-5.059209385,1.577116117,-2.434301927,2.126600999,-5.233104723,1.780940587,3.723267802,2.505652777,-9.641327303
10,greedy,13560,4.1,43,36.99381895,4,2.836896176,2.946834659,-8.910898681,-7.745736561,-4.63387458,4.729624833,-6.430873335,1.682895454,-4.480171734,0.514518124,14.2882737,4.945745942,-0.501819325
10,greedy,5850,2.5,18.8,27.04468186,4,3.579599471,4.494256768,-4.580330417,-4.455622686,-9.992477951,1.825788779,-4.251429762,3.898426771,-5.760466671,1.855073283,4.482511203,9.569651185,-2.831879217
10,greedy,10000,3.6,33.8,28.70818708,4,3.225254534,2.666835843,-4.636516619,-5.094724475,-0.912786692,4.087381684,-0.875673051,0.296210461,-8.992967342,0.738076321,14.70339505,8.739529161,-1.088846459
10,greedy,14750,4.1,41.9,35.54918566,4,2.635031478,2.066716943,-3.974409104,-3.757010686,-2.28521646,2.905469093,-6.488654741,2.056530691,-1.352445,2.558164172,12.29927166,6.357537654,-9.421877697
10,greedy,80,1,0.8,8.234322429,4,1.307027752,3.709274764,-3.878279184,-1.467575682,-1.615492026,0.474630883,-1.803245013,4.301972298,-2.959909256,1.177900661,10.16279777,2.416651713,-0.660126695
10,greedy,19070,3.6,40.4,35.38304796,4,2.07723909,1.146695698,-9.252955664,-9.372563456,-4.51708886,2.028407267,-8.037485781,2.338468366,-6.940993694,1.634345414,2.717933495,9.287602872,-0.341065848
10,greedy,8140,3.5,29.6,27.79929464,4,2.44482478,0.256369881,-6.750048464,-6.09007217,-6.838120268,4.768282692,-5.741930216,0.08305156,-7.969912675,4.78946394,12.45580534,7.457155556,-2.779474416
10,greedy,21930,4.2,47.5,42.71241879,4,3.739565524,4.157115839,-9.262307452,-9.344505961,-3.649913819,2.450201252,-7.540931355,1.82093535,-1.363310388,3.074073608,6.533896548,9.119449961,-5.119297467
5,greedy,27360,4.8,64.4,47.63847666,4,1,2,-0.25,-0.25,-1,2,-1,2.5,-2,4,15,10,-10
5,greedy,9920,3.8,34.8,30.22926068,4,0.869604941,1.85984423,-0.76741562,-0.256510381,-1.162607078,2.273627831,-1.612118281,2.652438875,-2.405848251,4.428304516,13.60880771,9.146713443,-10
5,greedy,21560,4.8,56.6,40.58716073,4,0.869604941,1.85984423,-0.76741562,-0.256510381,-1.162607078,2.273627831,-1.612118281,2.652438875,-2.405848251,4.428304516,13.60880771,9.146713443,-10
5,greedy,1820,2.2,11.2,15.25886488,4,1.248701496,2.118457729,0,0,-0.799399678,2.1662957,0,2.45162778,-2.394094792,4.081120385,15,10,-9.423024702
5,greedy,1700,2.2,10.6,15.11168919,4,1.248701496,2.118457729,0,0,-0.799399678,2.1662957,0,2.45162778,-2.394094792,4.081120385,15,10,-9.423024702
5,greedy,15420,4.2,43.2,35.8834847,4,1.119549271,2.149097517,0,-1.297921766,-1.624443406,1.632372224,-0.821729674,2.160158072,-0.908298421,3.753716187,15,10,-10
5,greedy,11160,3.6,34.8,32.64220166,4,1.119549271,2.149097517,0,-1.297921766,-1.624443406,1.632372224,-0.821729674,2.160158072,-0.908298421,3.753716187,15,10,-10
5,greedy,17800,4,45.2,38.64187365,4,1.405467265,2.125977568,-0.458871445,-0.793136804,-0.990268244,1.438016908,-0.46073087,2.000462654,-0.59021541,3.776672561,15,9.967627459,-10
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
10,greedy,38200,5,70,59.69589834,4,0.08327682,4.091024053,-1.880941942,-9.458814411,-5.240855718,3.98570915,-4.191851697,1.727030434,-5.985654001,3.577158561,13.92171792,5.671180819,-6.560578402
10,greedy,32810,5.3,70.1,56.11250608,4,0.163622151,4.167026866,-1.772955689,-9.333795291,-5.072105691,3.882475633,-4.30027407,1.704337962,-6.138589794,3.456281315,14.0092787,5.675896678,-6.35488645
10,greedy,41290,5.6,79.6,57.95264585,4,0.163622151,4.167026866,-1.772955689,-9.333795291,-5.072105691,3.882475633,-4.30027407,1.704337962,-6.138589794,3.456281315,14.0092787,5.675896678,-6.35488645
10,greedy,16710,4.1,44.8,38.31527228,4,0.085919259,4.081475676,-1.916132875,-9.62931503,-5.179716179,4.08567625,-4.14943139,1.679102946,-5.805216588,3.585631404,13.75204151,5.477283778,-6.666951995
10,greedy,27420,4.6,59.9,45.69952874,4,0.085919259,4.081475676,-1.916132875,-9.62931503,-5.179716179,4.08567625,-4.14943139,1.679102946,-5.805216588,3.585631404,13.75204151,5.477283778,-6.666951995
10,greedy,37960,5.5,76.1,53.50968444,4,0.024904081,4.179989136,-1.746262356,-9.258441718,-5.337996576,4.014606719,-3.944528162,1.661990796,-5.821318624,3.477779447,13.63164508,5.713441807,-6.451742688
10,greedy,35080,5.1,72.6,53.25336061,4,0.024904081,4.179989136,-1.746262356,-9.258441718,-5.337996576,4.014606719,-3.944528162,1.661990796,-5.821318624,3.477779447,13.63164508,5.713441807,-6.451742688
10,greedy,47260,5.5,83.2,64.85213907,4,0.162486807,4.178361456,-1.893541471,-9.316789224,-5.100530432,3.926030596,-3.927585616,1.798734725,-5.910950012,3.626851126,13.66354428,5.586104512,-6.364464581
10,greedy,59310,5.9,94.6,68.75462723,4,0.162486807,4.178361456,-1.893541471,-9.316789224,-5.100530432,3.926030596,-3.927585616,1.798734725,-5.910950012,3.626851126,13.66354428,5.586104512,-6.364464581
10,greedy,46720,5.7,88.9,63.71433544,4,0.133932428,4.09832088,-1.795557029,-9.26383212,-5.476997479,4.06162173,-4.057838909,1.835734251,-5.727535556,3.650559683,13.68506577,5.901586658,-6.63473008
10,greedy,30410,4.8,64.1,44.25829384,4,0.133932428,4.09832088,-1.795557029,-9.26383212,-5.476997479,4.06162173,-4.057838909,1.835734251,-5.727535556,3.650559683,13.68506577,5.901586658,-6.63473008
10,greedy,34550,5.2,71.7,49.55319269,4,0.039233716,4.035312786,-1.977581264,-9.117435216,-5.345256846,4.003743651,-4.071835546,1.850162252,-5.851530965,3.673265323,13.60485364,5.536561709,-6.473605064
10,greedy,22970,4.8,56.5,43.03154757,4,0.039233716,4.035312786,-1.977581264,-9.117435216,-5.345256846,4.003743651,-4.071835546,1.850162252,-5.851530965,3.673265323,13.60485364,5.536561709,-6.473605064
10,greedy,30380,4.8,63.2,46.60266726,4,0.088337695,4.07377813,-2.013018326,-9.076588292,-5.033549425,3.950586998,-3.790030323,1.6594424,-5.785223197,3.6040217,13.62289398,5.408457724,-6.547148919
10,greedy,27390,4.7,59.9,44.16697364,4,0.088337695,4.07377813,-2.013018326,-9.076588292,-5.033549425,3.950586998,-3.790030323,1.6594424,-5.785223197,3.6040217,13.62289398,5.408457724,-6.547148919
10,greedy,24280,4.5,56,46.7005367,4,0.107857847,4.160684726,-1.806269043,-9.382916897,-5.027481628,3.964736724,-3.955291199,1.746604545,-5.833159368,3.682365029,13.83896424,5.50149087,-6.288223859
10,greedy,29020,4.6,59.8,46.69810836,4,0.107857847,4.160684726,-1.806269043,-9.382916897,-5.027481628,3.964736724,-3.955291199,1.746604545,-5.833159368,3.682365029,13.83896424,5.50149087,-6.288223859
10,greedy,29490,4.7,62.7,46.9871963,4,0.0994481,4.03942507,-1.935420319,-9.289471387,-5.303015893,4.01059167,-4.066766637,1.712788993,-5.729410857,3.625472412,13.38802814,5.654996594,-6.282597137
10,greedy,42360,5.5,81.7,57.88254514,4,0.0994481,4.03942507,-1.935420319,-9.289471387,-5.303015893,4.01059167,-4.066766637,1.712788993,-5.729410857,3.625472412,13.38802814,5.654996594,-6.282597137
10,greedy,21590,4.2,48.6,41.09481459,4,0.004392691,4.215715945,-2.179168485,-9.379984056,-5.353153335,3.862123205,-3.735550099,1.769063496,-5.858790004,3.531023095,13.57696162,5.355205886,-6.265524919
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
10,greedy,59310,5.9,94.6,68.75462723,4,0.162486807,4.178361456,-1.893541471,-9.316789224,-5.100530432,3.926030596,-3.927585616,1.798734725,-5.910950012,3.626851126,13.66354428,5.586104512,-6.364464581
25,greedy,30572,4.76,63.12,50.60601424,4,0.221902514,4.130853922,-2.220116849,-9.8071543,-4.686298291,4.049897777,-3.470918983,1.642794649,-6.090354935,3.383750314,13.95261777,5.826418926,-5.932675834
25,greedy,95408,6.88,131.76,92.03692434,4,0.220050711,4.191049089,-1.97572111,-8.987309303,-4.875901137,4.038782485,-3.96865806,1.985257801,-5.592918225,3.808902833,14.05334903,5.619345593,-6.689056374
25,greedy,50252,5.84,92.36,66.36932642,4,0.220050711,4.191049089,-1.97572111,-8.987309303,-4.875901137,4.038782485,-3.96865806,1.985257801,-5.592918225,3.808902833,14.05334903,5.619345593,-6.689056374
25,greedy,65336,5.76,100.48,73.24686519,4,0.444366378,3.956970511,-2.355816006,-9.550172185,-4.509458215,3.781595908,-4.092339767,2.116620623,-5.510377874,3.974029153,13.56377592,6.001464381,-6.347272694
25,greedy,38116,5.12,70.48,55.00610837,4,0.444366378,3.956970511,-2.355816006,-9.550172185,-4.509458215,3.781595908,-4.092339767,2.116620623,-5.510377874,3.974029153,13.56377592,6.001464381,-6.347272694
25,greedy,33632,4.92,66.68,53.22729958,4,0.320876884,4.361197879,-2.40848456,-9.650760398,-4.850798006,4.073929428,-4.172130262,1.986854206,-6.071335606,3.99951448,13.08197883,5.823269189,-6.584791829
25,greedy,44100,5.32,80.44,59.87424226,4,0.304391217,3.891960559,-2.091630096,-9.465938003,-5.227627092,3.838678322,-3.750208492,2.152460282,-5.71237653,3.59247903,14.50150963,5.408362163,-6.304867638
25,greedy,33768,5.16,70.12,52.52359462,4,0.304391217,3.891960559,-2.091630096,-9.465938003,-5.227627092,3.838678322,-3.750208492,2.152460282,-5.71237653,3.59247903,14.50150963,5.408362163,-6.304867638
25,greedy,33196,5.12,70,49.74238314,4,0.430461096,3.873705798,-2.225050595,-9.599685869,-5.198662133,3.978580969,-3.497054275,1.940523481,-5.283789116,3.911525433,13.21144171,6.114102214,-6.749772813
25,greedy,24984,4.72,58.88,42.91016327,4,0.30136515,4.126927746,-1.867901256,-9.350636829,-5.226205242,4.160667092,-4.313309414,1.820592842,-5.565550099,3.661156635,14.4497509,6.001548309,-6.829729032
25,greedy,62052,5.84,98.84,69.47029749,4,0.222728362,3.878771192,-2.431746931,-9.734816079,-4.643754585,3.790840821,-3.547484807,2.067814096,-6.070827351,3.549404048,13.728318,5.787158697,-6.870292317
25,greedy,52836,5.76,91.6,67.55513703,4,0.222728362,3.878771192,-2.431746931,-9.734816079,-4.643754585,3.790840821,-3.547484807,2.067814096,-6.070827351,3.549404048,13.728318,5.787158697,-6.870292317
25,greedy,33212,4.76,65.16,52.88119837,4,0.151349032,4.027121876,-2.283726995,-10,-4.597733194,3.812011274,-3.95575329,1.881313804,-5.727821643,3.676880738,13.02265545,6.017575821,-6.566426126
25,greedy,42336,5.44,80.52,58.66624249,4,0.45910819,3.80277394,-2.679933626,-9.774612369,-4.227676392,3.844959986,-3.140691024,1.873986721,-6.428840843,3.550759654,13.98548831,5.47077007,-6.756320761
25,greedy,38968,5.08,74.96,60.01458885,4,0.407000118,4.023653381,-2.486580684,-9.96724376,-5.119721398,3.843316167,-3.509131905,2.051253059,-6.374478803,3.565280147,14.4341147,5.815386636,-6.852815562
25,greedy,40228,5.24,74.92,58.15339253,4,0.209784171,4.082945569,-2.205155398,-9.635727073,-5.072819321,3.717130856,-4.08279069,2.024284035,-5.687043298,3.621666073,14.40543995,5.846652906,-7.278345255
25,greedy,48720,5.4,83.52,60.95959033,4,0.085720606,3.872324189,-2.476828866,-10,-4.359490945,3.877143333,-3.788021209,2.142866147,-6.358885609,3.741682258,14.00248342,5.85974472,-6.31556184
,,,,,,,,,,,,,,,,,,,
25,greedy,52836,5.76,91.6,67.55513703,4,0.222728362,3.878771192,-2.431746931,-9.734816079,-4.643754585,3.790840821,-3.547484807,2.067814096,-6.070827351,3.549404048,13.728318,5.787158697,-6.870292317
50,greedy,15332,4.04,43.46,35.67296803,4,0.16460577,3.667159621,-2.367512016,-9.689442819,-4.770931155,4.03853508,-3.235755589,2.098500014,-6.216961118,3.528643759,13.24416122,5.290866608,-7.23712805
50,greedy,37334,5.14,71.76,55.10467299,4,0.092097056,3.635418374,-2.070126652,-9.853498221,-4.61231611,3.631569946,-3.908582621,2.016235478,-5.815028981,3.51624667,14.44731874,5.43665387,-7.368680236
50,greedy,28736,4.86,63.36,48.12471306,4,0.142599916,3.832174244,-2.802257644,-9.889993564,-4.284992641,4.007257939,-3.201520161,1.857440779,-6.344728124,3.407851449,13.74148421,5.46316133,-6.792625347
50,greedy,45044,5.42,82.14,59.03448099,4,0.007871413,4.020447053,-2.870377409,-9.670731766,-4.924231956,4.011816673,-3.82358362,2.294575465,-6.271955797,3.634565075,14.07320337,5.377254328,-6.445820744
,,,,,,,,,,,,,,,,,,,
25,greedy,52836,5.76,91.6,67.55513703,4,0.222728362,3.878771192,-2.431746931,-9.734816079,-4.643754585,3.790840821,-3.547484807,2.067814096,-6.070827351,3.549404048,13.728318,5.787158697,-6.870292317
10,greedy,22120,4.5,50.1,54.40342481,4,0.468453544,3.757587375,-2.116675662,-9.747632744,-4.005079714,3.436671201,-3.035817502,1.74592944,-6.608073066,3.689375946,12.86561243,6.037132584,-6.630287838
10,greedy,15620,4.3,46.6,49.17369423,4,0,3.742022398,-2.850167722,-9.122270455,-4.866895157,4.156504223,-4.486490111,1.81639002,-6.416635962,3.61299914,12.49834421,5.476794011,-6.729199175
10,greedy,28070,4.6,57.3,64.00230937,4,0.566829217,4.263562248,-3.394616593,-10,-5.066951233,3.321265703,-2.569377795,2.339180084,-5.378838874,3.506847651,13.75709395,6.744172445,-7.587962117
10,greedy,20970,4.1,48.4,54.49540522,4,0.398164984,4.334017946,-2.417854847,-9.438868286,-4.741204786,4.080772353,-3.87257608,1.978439969,-5.264468772,3.540513154,13.73878317,6.196769978,-6.934214374
10,greedy,16500,4.4,48.6,54.44073093,4,0.096576228,3.476228679,-3.332112814,-9.273006522,-5.118678111,3.877597774,-3.12536939,2.167033888,-5.762167419,3.397523744,13.61339353,5.08974164,-7.047506474
10,greedy,27240,4.7,58.3,67.09182553,4,0,4.297688589,-3.060460115,-10,-4.384332171,3.667492485,-3.598037267,2.332625976,-6.076417159,3.598892841,14.9893239,5.578649097,-7.033139697
10,greedy,19890,3.8,42.7,53.5661907,4,0.281891139,4.184206496,-1.687043266,-9.960147498,-3.983246918,3.489680893,-3.274189873,1.905870873,-5.241927113,3.99387763,14.95599113,5.956030197,-7.590727032
10,greedy,17160,4.3,49.7,55.41691797,4,0.687157342,3.604994156,-2.367220716,-9.90329594,-4.917789386,4.228890794,-3.902318405,1.737139787,-5.730403382,3.489918012,13.84117046,4.833549537,-5.881816936
10,greedy,64080,5.2,88.7,95.47791634,4,0.098573599,3.748198803,-1.639805596,-10,-3.737590213,3.642584027,-3.748862781,2.042539326,-6.79989209,3.133858319,13.83048168,5.070035706,-6.391010663
10,greedy,33820,4.8,63.7,70.49250379,4,0.098573599,3.748198803,-1.639805596,-10,-3.737590213,3.642584027,-3.748862781,2.042539326,-6.79989209,3.133858319,13.83048168,5.070035706,-6.391010663
10,greedy,28760,4.7,57.9,68.06512694,4,0.164753496,3.856317127,-2.600333611,-9.581554474,-4.831370664,3.285555331,-4.128668598,1.833372078,-5.534569294,3.176039538,12.98912229,5.143542971,-6.511036389
10,greedy,26080,4.9,62.1,68.42937355,4,0,3.770224353,-2.750459232,-10,-4.72269308,3.857323571,-3.054704761,2.016784148,-6.221376785,3.002681619,13.00230606,5.872889738,-7.524699337
10,greedy,54470,5.6,89.7,96.76247759,4,0.354642198,4.215584052,-1.880563889,-10,-3.489186103,3.697283042,-4.332526657,2.339181494,-5.328485086,3.536325341,14.5419468,4.761345148,-7.544946043
10,greedy,12970,3.4,33.8,44.79170189,4,0.354642198,4.215584052,-1.880563889,-10,-3.489186103,3.697283042,-4.332526657,2.339181494,-5.328485086,3.536325341,14.5419468,4.761345148,-7.544946043
10,greedy,39250,5.1,73.2,74.7102181,4,0.343058296,4.248040542,-2.435064127,-10,-4.437344998,3.823116111,-3.328479547,2.057923825,-5.878526232,3.557128254,15,5.233846134,-6.74348406
10,greedy,24430,4.4,53.8,60.54392838,4,0.343058296,4.248040542,-2.435064127,-10,-4.437344998,3.823116111,-3.328479547,2.057923825,-5.878526232,3.557128254,15,5.233846134,-6.74348406
10,greedy,47610,5.5,85.7,98.34563849,4,0.813437671,4.052075609,-3.289295116,-10,-5.32371547,3.527158822,-4.114185012,2.319680143,-6.188051176,3.793037348,14.9921074,5.898173585,-6.51224173
10,greedy,29210,4.6,59.6,56.77962334,4,0.813437671,4.052075609,-3.289295116,-10,-5.32371547,3.527158822,-4.114185012,2.319680143,-6.188051176,3.793037348,14.9921074,5.898173585,-6.51224173
10,greedy,29730,4.9,62.8,56.61440685,4,1.281432194,4.492901605,-3.063765161,-10,-5.946961781,3.436687677,-3.411938147,1.826928881,-5.799270927,3.369341987,15,6.226672757,-6.850412109
,,,,,,,,,,,,,,,,,,,
25,greedy,52836,5.76,91.6,67.55513703,4,0.222728362,3.878771192,-2.431746931,-9.734816079,-4.643754585,3.790840821,-3.547484807,2.067814096,-6.070827351,3.549404048,13.728318,5.787158697,-6.870292317
50,greedy,48726,5.46,84.22,62.38936083,2,0.222728362,3.878771192,-2.431746931,-9.734816079,-4.643754585,3.790840821,-3.547484807,2.067814096,-6.070827351,3.549404048,13.728318,5.787158697,-6.870292317
25,greedy,12904,3.92,40.28,34.58579598,4,0,3.286941967,-3.705468783,-9.738370641,-5.979166141,4.098957811,-2.812509501,1.837327326,-5.504388297,2.959317151,11.83233872,4.290552794,-5.37324473
25,greedy,32284,4.92,64.48,56.79440268,4,0.607341424,4.139822313,-3.760875095,-10,-5.437984951,3.089257543,-3.410871566,2.378395324,-7.513331844,3.585986124,14.14820155,4.461541984,-7.888863833
25,greedy,54876,5.48,87.92,76.91220301,4,0.268566941,4.502752064,-2.563124998,-10,-3.499687113,3.141373265,-3.56003959,2.27606718,-4.99518683,4.096034194,12.10329929,6.141991698,-8.227864011
25,greedy,29536,4.64,58.92,57.17846532,4,0.268566941,4.502752064,-2.563124998,-10,-3.499687113,3.141373265,-3.56003959,2.27606718,-4.99518683,4.096034194,12.10329929,6.141991698,-8.227864011
,,,,,,,,,,,,,,,,,,,
50,greedy,48726,5.46,84.22,62.38936083,2,0.222728362,3.878771192,-2.431746931,-9.734816079,-4.643754585,3.790840821,-3.547484807,2.067814096,-6.070827351,3.549404048,13.728318,5.787158697,-6.870292317
75,greedy,47169.33333,5.373333333,81.8,61.88336482,1.333333333,0.222728362,3.878771192,-2.431746931,-9.734816079,-4.643754585,3.790840821,-3.547484807,2.067814096,-6.070827351,3.549404048,13.728318,5.787158697,-6.870292317
50,greedy,29304,4.24,54.46,55.18594194,4,1.137896479,4.938468623,-0.4167685,-9.721414831,-2.907459782,2.84780147,-1.765140344,1.085104025,-7.710280227,3.660919323,12.58144232,7.913791187,-5.565539453
50,greedy,13276,4.06,40.82,38.70102139,4,0,2.854711104,-3.66618831,-10,-5.400851416,4.632221896,-2.884065341,1.041185391,-6.093311355,2.307383931,12.2723035,7.123785838,-6.977262249
50,greedy,39070,5.3,75.94,62.27231973,4,0,3.103828968,-4.83921685,-8.858326141,-4.279350963,3.267420111,-4.038546355,2.748680482,-5.428121385,4.140663993,13.96302193,3.800738943,-7.557535581
50,greedy,24308,4.38,51.7,61.61268448,4,0.912039004,4.628554258,-1.169007326,-10,-3.930742414,3.121740616,-5.670905208,2.452729974,-6.743879045,2.943547048,15,4.700734417,-8.049822317
50,greedy,43992,4.86,71.18,79.67469407,4,0,4.809820322,-0.220647889,-8.8309668,-3.93756041,3.57292394,-1.187816033,1.60093889,-8.317742645,3.453649123,12.08729674,7.451393707,-6.482158073
50,greedy,35478,5.12,69.52,71.67150796,4,0.512592501,4.026635064,-0.397642678,-9.772154726,-4.82499189,3.146758176,-5.880583775,2.762048942,-5.474536796,2.64652615,14.48725684,3.75943813,-5.454558868
50,greedy,34782,4.6,62.98,61.40341057,4,0.269630658,3.908985948,-0.759989142,-9.076035043,-2.524170669,3.67615954,-5.57602989,3.144936204,-4.735545556,2.329234233,12.40633271,4.597355086,-5.860953729
,,,,,,,,,,,,,,,,,,,
batch_size,method, score, level, clears, time, mps, cliff_l_e, cliff_h_e, cliff_l_w, cliff_h_w, m_stack_w, m_stack_e, a_stack_w, a_stack_e, stack_d_w, stack_d_e, stack_d_thresh, score_w, go_w
75,greedy,47169.33333,5.373333333,81.8,61.88336482,1.333333333,0.222728362,3.878771192,-2.431746931,-9.734816079,-4.643754585,3.790840821,-3.547484807,2.067814096,-6.070827351,3.549404048,13.728318,5.787158697,-6.870292317
5,greedy,17760,4.6,51.6,67.40154023,4,0.452626688,3.518897496,-2.257244661,-10,-4.275256061,4.105066572,-4.395708146,1.787541686,-6.914883467,3.976919617,12.50267375,5.451255496,-7.648893419
5,greedy,25540,4.6,55,69.47657475,4,0.142597992,4.11974085,-1.755446179,-9.865504561,-4.745855534,3.875000337,-2.671949009,2.426382897,-5.506341635,3.613923284,15,6.316304671,-5.943032092
5,greedy,26200,4.6,56.6,73.80847502,4,0.281894644,4.043270266,-2.574537377,-10,-5.032759008,3.497447818,-3.579978907,2.12197036,-6.890730541,3.092819171,14.63610131,5.253244281,-6.731344417
5,greedy,29520,5,66.2,74.69286914,4,0.618483637,4.018029572,-1.998438606,-9.601044067,-4.927534903,4.167296731,-2.795226268,2.198651605,-5.104530069,3.298860632,12.52842075,5.34630037,-6.697954388
5,yield_to_next,14800,3.8,40.8,109.7203772,4,0.222728362,3.878771192,-2.431746931,-9.734816079,-4.643754585,3.790840821,-3.547484807,2.067814096,-6.070827351,3.549404048,13.728318,5.787158697,-6.870292317
5,greedy,16400,4,44.2,56.30223784,4,0.500660146,3.54731475,-2.102604784,-10,-4.46448844,3.526692403,-3.599420625,1.844324645,-6.168309762,3.675527595,14.83098661,4.993706886,-7.520981771
5,greedy,21060,4.4,54.4,56.68846025,4,0.177371524,3.479869983,-1.747411904,-9.357536271,-4.75588523,3.961191425,-3.533474422,1.75691219,-6.097804569,3.437992327,13.42809357,5.358752583,-7.103036126
5,greedy,38840,4.4,64,73.0109591,4,0.010601262,3.752872798,-3.426366823,-10,-3.670066706,3.598127151,-2.610570365,1.831021863,-5.553905481,3.395368255,14.98281542,6.697567328,-6.844396266
5,yield_to_next,38180,5.8,77.6,168.7610892,4,0.222728362,3.878771192,-2.431746931,-9.734816079,-4.643754585,3.790840821,-3.547484807,2.067814096,-6.070827351,3.549404048,13.728318,5.787158697,-6.870292317
5,greedy,70720,6,104.6,110.7011533,4,0.6768759,4.09637397,-2.921447728,-8.940117233,-4.087965524,3.590794475,-2.80619982,1.641916395,-5.732449808,4.001923868,15,5.128011295,-7.448030693
